# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA,tRNA,RNA" "-g" "Name" "-a" "../data/reference_sequences/WG_with_sRNAs_Staphylococcus_aureus_101588.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
2-amino-3-ketobutyrate coenzyme A ligase	101588_9	22918	24105	-	1188	11721	13105	12229	5885	4679	2576	6484	4834	4698
N-acetyl-L%2CL-diaminopimelate deacetylase%0Ahomolog	101588_9	24276	25451	+	1176	1380	1371	1397	708	553	423	774	572	577
Translation elongation factor Tu	101588_9	25733	26917	-	1185	70666	84252	68837	103812	115690	118988	121177	112085	89364
Translation elongation factor G	101588_9	27134	29215	-	2082	69430	86023	69260	208655	225504	211003	235287	213942	172143
SSU ribosomal protein S7p (S5e)	101588_9	29338	29808	-	471	20999	27216	22339	72779	77916	68638	80617	73914	60150
SSU ribosomal protein S12p (S23e)	101588_9	29874	30287	-	414	17802	24101	20049	66556	69821	62139	73316	66642	55245
Firmicutes ribosomal L7Ae family protein	101588_9	30385	30639	-	255	10978	13883	10900	38903	39979	30981	43891	39263	31683
DNA-directed RNA polymerase beta' subunit	101588_9	30776	34399	-	3624	43361	54229	45498	36479	40504	47139	44505	40998	34388
DNA-directed RNA polymerase beta subunit	101588_9	34536	38087	-	3552	33572	40464	35733	31428	34161	31604	35635	33774	28350
16S rRNA (guanine(1207)-N(2))-methyltransferase	101588_9	38302	38910	-	609	1310	1579	1197	4730	5442	3390	4941	5132	3917
LSU ribosomal protein L7p/L12p (P1/P2)	101588_9	39085	39453	-	369	7935	12805	9812	56762	65318	22573	60747	60118	46592
LSU ribosomal protein L10p (P0)	101588_9	39496	39996	-	501	11157	16789	13225	84998	93192	32915	88917	84070	67767
LSU ribosomal protein L1p (L10Ae)	101588_9	40268	40960	-	693	11081	14935	11492	47501	53875	39675	52166	51277	39246
LSU ribosomal protein L11p (L12e)	101588_9	41168	41590	-	423	10619	16223	13410	52585	58276	62637	58496	54384	45561
Transcription antitermination protein NusG	101588_9	41771	42319	-	549	3919	5218	4830	5537	5233	6747	6239	5104	4834
Protein translocase subunit SecE	101588_9	42332	42514	-	183	12	22	31	38	50	34	50	30	41
Uncharacterized protein YacP%2C similar to%0AC-terminal domain of ribosome protection-type%0ATc-resistance proteins	101588_9	43479	44003	-	525	695	833	797	661	649	486	733	640	507
23S rRNA%0A(guanosine(2251)-2'-O)-methyltransferase	101588_9	44003	44749	-	747	808	935	825	581	614	452	686	638	541
Mini-ribonuclease III	101588_9	44757	45161	-	405	414	502	482	281	312	252	376	318	276
Cysteinyl-tRNA synthetase	101588_9	45154	46554	-	1401	1662	1994	1980	1207	1084	964	1367	1100	1043
Serine acetyltransferase	101588_9;101588_14	46538;18299	47218;19123	-;+	1506	23537	26871	24083	15340	13253	13444	19690	13694	13093
Glutamyl-tRNA synthetase @ Glutamyl-tRNA(Gln)%0Asynthetase	101588_9	47609	49063	-	1455	5898	7349	7083	7574	6724	4698	7854	6698	6477
Membrane-associated protein containing%0ARNA-binding TRAM domain and ribonuclease PIN-domain%2C YacL%0AB.subtilis ortholog	101588_9	49620	50693	-	1074	2823	2647	2820	2046	1691	1522	2047	1848	1886
DNA repair protein RadA	101588_9	50718	52082	-	1365	4948	4971	5616	3959	3366	3028	4376	3369	3516
ATP-dependent Clp protease%2C ATP-binding subunit%0AClpC	101588_9	52566	55022	-	2457	6032	6989	7452	6081	5010	3158	6819	5026	5065
Protein-arginine kinase McsB	101588_9	55036	56046	-	1011	1520	2042	2181	881	760	687	1161	863	717
Protein-arginine kinase activator protein McsA	101588_9	56033	56599	-	567	1026	1401	1443	454	407	440	655	474	403
Transcriptional regulator CtsR	101588_9	56618	57088	-	471	1202	1733	1598	437	426	343	707	461	463
Nucleoside permease NupC	101588_9	57237	58451	+	1215	4343	4474	3932	1904	1729	1147	2118	1784	1686
Pyridoxal 5'-phosphate synthase (glutamine%0Ahydrolyzing)%2C glutaminase subunit	101588_9	58657	59217	-	561	8258	8041	9069	9211	7128	4472	9664	6993	7311
Pyridoxal 5'-phosphate synthase (glutamine%0Ahydrolyzing)%2C synthase subunit	101588_9	59221	60108	-	888	17191	13983	16140	11177	8227	7048	11989	8335	8782
Transcriptional regulator of pyridoxine%0Ametabolism / Pyridoxamine phosphate aminotransferase	101588_9	60212	61594	+	1383	369	280	354	113	82	82	154	88	89
Scaffold protein for [4Fe-4S] cluster assembly%0AApbC%2C MRP-like	101588_10	348	1412	-	1065	2730	2932	2777	1211	977	845	1443	897	931
SmrB	101588_10	3191	3658	-	468	282	243	232	169	182	79	205	168	143
Hemolysin III	101588_10	5302	5988	-	687	829	945	790	749	714	510	1058	789	664
N-acetylglucosamine-1-phosphate%0Auridyltransferase eukaryotic	101588_10	6004	7191	-	1188	2508	3201	2953	2226	2212	1231	3034	2264	1996
Membrane-bound metal-dependent hydrolase YdjM%2C%0Ainduced during SOS response	101588_10	7235	7750	-	516	776	1169	973	887	941	508	1299	969	876
Hypothetical protein SAV2173	101588_10	7927	8187	+	261	32444	42507	47426	17893	12130	4285	17421	13010	16477
Heme ABC type transporter HtsABC%2C permease%0Aprotein HtsC	101588_10	9926	10894	-	969	278	207	229	172	116	130	245	159	161
Heme ABC type transporter HtsABC%2C permease%0Aprotein HtsB	101588_10	10891	11922	-	1032	342	254	281	161	123	91	190	129	171
Hypothetical protein SAV2178	101588_10	13310	14380	-	1071	398	398	409	428	362	233	487	374	373
Uncharacterized siderophore biosynthesis protein%0Anear heme transporter HtsABC @ Siderophore synthetase%0Asuperfamily%2C group B	101588_10;101588_10	14387;17426	16144;19402	-;+	3735	1992	2008	2063	1527	1423	1667	1999	1505	1403
Alkaline shock protein 23	101588_10	19563	20072	-	510	57843	67719	69613	69563	56721	40871	72593	51703	59917
Hypothetical protein SAV2183	101588_10	20135	20374	-	240	26631	30942	34964	37066	27476	19592	38471	26353	29637
Hypothetical protein SAV2184	101588_10	20387	20923	-	537	21582	16913	15491	12912	11172	9366	15848	12090	11627
Zinc-type alcohol dehydrogenase-like protein	101588_10	22968	23975	-	1008	976	1019	1053	568	462	446	648	448	495
NADP-dependent oxidoreductase YfmJ	101588_10	24210	25214	-	1005	1775	1982	1946	1118	895	464	1263	923	887
cell surface hydrolase (putative)	101588_10	25531	26400	-	870	576	655	619	229	174	147	269	193	194
6-phospho-beta-galactosidase	101588_10	26666	28078	-	1413	7538	8466	8421	5021	5648	4509	6153	5988	4871
PTS system%2C lactose-specific IIB component / PTS%0Asystem%2C lactose-specific IIC component	101588_10	28096	29808	-	1713	8283	9121	9307	5574	6303	5690	6702	6542	5511
PTS system%2C lactose-specific IIA component	101588_10	29811	30125	-	315	1584	1757	1805	1029	1211	1015	1260	1152	1009
Tagatose 1%2C6-bisphosphate aldolase	101588_10	30147	31127	-	981	4570	4406	4554	2275	2454	2124	2599	2542	2119
Tagatose-6-phosphate kinase	101588_10	31131	32063	-	933	4410	5033	5138	2044	2265	2195	2523	2300	1912
Galactose-6-phosphate isomerase%2C LacB subunit	101588_10	32076	32591	-	516	3203	3504	3791	1379	1407	1210	1616	1549	1241
Galactose-6-phosphate isomerase%2C LacA subunit	101588_10	32607	33035	-	429	1025	1320	1259	391	450	290	529	408	403
Lactose phosphotransferase system repressor	101588_10	33403	34158	-	756	607	581	606	376	282	253	402	298	321
NAD-dependent protein deacetylase of SIR2%0Afamily	101588_10	34400	35140	+	741	241	273	256	155	123	110	229	130	124
Oxidoreductase%2C aldo/keto reductase family	101588_10	36626	37474	-	849	1765	2363	1645	466	393	214	489	451	342
Peptidase%2C M23/M37 family	101588_10	40857	41711	-	855	129	105	146	126	105	105	120	102	119
FIG01110834: hypothetical protein	101588_10	42583	42861	+	279	31	38	21	15	15	8	23	21	24
Truncated cell surface protein map-w	101588_10	45731	46156	+	426	390	264	369	353	268	203	490	222	298
Acetolactate synthase%2C catabolic	101588_10	47288	48952	-	1665	219	260	223	217	219	253	223	207	227
Arginine decarboxylase%3B Lysine decarboxylase	101588_11	388	1725	+	1338	514	448	386	223	218	151	264	192	230
Thymidylate kinase	101588_11	1727	2344	+	618	1160	1394	1409	1028	818	355	1160	777	807
protein from nitrogen regulatory protein P-II%0A(GLNB) family%2C ortholog YAAQ B. subtilis	101588_11	2372	2701	+	330	3518	4325	4004	3222	2817	1027	3890	2807	2871
DNA polymerase III delta prime subunit	101588_11	2915	3841	+	927	1243	1579	1516	840	747	530	971	885	784
Stage 0 sporulation protein YaaT	101588_11	3842	4645	+	804	801	939	891	563	465	275	651	487	458
DNA replication intiation control protein YabA	101588_11	4662	5009	+	348	278	350	322	159	185	82	213	192	141
tRNA(1)(Val)%0A(adenine(37)-N(6))-methyltransferase	101588_11	5283	6008	+	726	179	190	159	134	187	143	191	159	148
UPF0213 protein YazA	101588_11	6001	6249	+	249	47	89	101	45	51	52	67	41	42
16S rRNA%0A(cytidine(1402)-2'-O)-methyltransferase	101588_11	6251	7090	+	840	368	365	346	195	199	170	250	234	192
Methionyl-tRNA synthetase	101588_11	7375	9348	+	1974	6016	6388	6120	4048	3400	2402	4693	3632	3508
Uncharacterized metal-dependent hydrolase YcfH	101588_11	9379	10152	+	774	1800	2165	2134	2022	1766	903	2274	1760	1819
Ribonuclease M5	101588_11	10319	10855	+	537	398	501	418	377	361	260	477	380	366
SSU rRNA%0A(adenine(1518)-N(6)/adenine(1519)-N(6))-%0Adimethyltransferase	101588_11	10866	11759	+	894	1072	1229	1094	727	675	484	924	829	777
Veg protein	101588_11	11859	12122	+	264	86	135	111	148	112	27	178	93	133
Diphosphocytidyl-sugar kinase	101588_11	12433	13281	+	849	1740	2059	2129	2308	2013	2006	2618	2153	2197
Pur operon repressor PurR	101588_11	13295	14119	+	825	3708	4198	4111	4540	4037	4001	5124	4093	4218
RidA/YER057c/UK114 superfamily protein	101588_11	14136	14516	+	381	4519	4433	4492	5014	3916	4395	5424	4204	4447
DNA-binding protein SpoVG	101588_11	14588	14890	+	303	6086	7972	8538	7794	5809	6938	8569	5787	6867
N-acetylglucosamine-1-phosphate%0Auridyltransferase / Glucosamine-1-phosphate%0AN-acetyltransferase	101588_11	15232	16584	+	1353	4098	4477	4151	2576	2255	2905	3071	2415	2320
Ribose-phosphate pyrophosphokinase	101588_11	16731	17696	+	966	5831	6026	5687	4226	3523	5447	4867	3811	3530
LSU ribosomal protein L25p	101588_11	17846	18499	+	654	12068	18547	16737	36723	37358	21331	41651	33346	31875
Peptidyl-tRNA hydrolase	101588_11	18810	19382	+	573	1043	1095	1134	553	448	392	634	427	542
Transcription-repair coupling factor	101588_11	19382	22888	+	3507	2684	2888	3056	2063	1714	1793	2329	1893	1929
FIG006789: Stage V sporulation protein	101588_11	22878	24404	+	1527	1066	1091	960	945	768	722	1018	868	784
possible tetrapyrrole methyltransferase domain /%0ANucleoside triphosphate pyrophosphohydrolase MazG	101588_11	24404	25597	+	1194	1304	1563	1528	1391	1226	1086	1498	1332	1224
Ribosome-associated heat shock protein%0Aimplicated in the recycling of the 50S subunit (S4%0Aparalog)	101588_11	25594	25857	+	264	365	470	491	607	504	421	645	495	504
Cell division protein DivIC (FtsB)%2C stabilizes%0AFtsL against RasP cleavage	101588_11	25875	26267	+	393	745	900	813	1312	1143	863	1362	1143	1097
RNA binding protein%2C contains ribosomal protein%0AS1 domain	101588_11	26372	26773	+	402	1960	1799	1817	1278	1153	652	1499	1157	1214
tRNA(Ile)-lysidine synthetase	101588_11	26953	28248	+	1296	1083	1120	1097	783	686	546	902	752	748
Hypoxanthine-guanine phosphoribosyltransferase	101588_11	28253	28792	+	540	1499	1465	1251	1040	1012	813	1266	1115	879
Cell division-associated%2C ATP-dependent zinc%0Ametalloprotease FtsH	101588_11	29050	31143	+	2094	14860	18104	17027	11512	10191	8007	13653	10780	10383
33 kDa chaperonin HslO	101588_11	31372	32253	+	882	1173	1432	1224	1239	1110	848	1453	1153	1114
Cysteine synthase	101588_11	32432	33364	+	933	11520	13536	12906	6671	6202	3563	7911	6064	5785
Dihydropteroate synthase	101588_11	33580	34383	+	804	781	840	881	614	471	518	559	504	453
Dihydroneopterin aldolase	101588_11	34361	34726	+	366	258	339	288	360	281	275	395	340	329
2-amino-4-hydroxy-6-%0Ahydroxymethyldihydropteridine pyrophosphokinase	101588_11	34723	35199	+	477	544	561	578	973	1032	796	1141	1040	868
Lysyl-tRNA synthetase (class II)	101588_11	35739	37226	+	1488	6233	7938	7082	9863	9086	6402	10900	8792	8196
RNA	101588_11;101588_23;101588_27	37780;9;41	37901;2933;1605	+;+;+	4612	14754	20823	34969	6254	9173	23122	12643	6438	8426
tRNA-Val-TAC	101588_11;101588_12;101588_15	37911;38366;21097	37986;38441;21172	+;-;-	228	263	549	421	457	549	345	596	453	438
tRNA-Thr-TGT	101588_11;101588_12;101588_12	38003;36803;38274	38078;36878;38349	+;-;-	228	41	46	33	50	66	84	57	86	22
tRNA-Lys-TTT	101588_11;101588_12;101588_15	38085;38193;20822	38157;38268;20897	+;-;-	225	27	56	31	81	77	78	96	80	46
tRNA-Gly-GCC	101588_11;101588_12	38191;38030	38265;38104	+;-	150	21	45	31	28	39	30	47	58	18
tRNA-Leu-TAA	101588_11;101588_12	38273;37931	38361;38019	+;-	178	104	107	76	78	127	166	154	148	60
tRNA-Arg-ACG	101588_11;101588_12	38367;37839	38443;37912	+;-	151	47	52	26	29	29	48	64	66	22
tRNA-Pro-TGG	101588_11;101588_12	38464;37756	38537;37829	+;-	148	27	56	30	59	71	111	65	82	50
tRNA-Ala-TGC	101588_11;101588_12	38561;37663	38636;37738	+;-	152	344	484	395	533	553	675	660	481	483
tRNA-Ser-GGA	101588_12	3007	3095	-	89	8	11	13	5	11	1	4	8	2
tRNA-His-GTG	101588_12;101588_12	3401;36553	3476;36625	-;-	149	82	70	39	24	32	88	31	60	43
tRNA-Phe-GAA	101588_12;101588_12	3490;36886	3562;36958	-;-	146	28	31	35	23	27	58	32	43	14
tRNA-Met-CAT	101588_12;101588_12;101588_12;101588_12	3676;37062;37466;37565	3749;37135;37539;37641	-;-;-;-	299	280	432	328	523	660	1116	773	670	492
Hypothetical protein SAV1831	101588_12	4247	4801	-	555	633	645	669	663	499	273	657	557	574
Protoporphyrinogen IX oxidase%2C aerobic%2C HemY	101588_12	5121	6521	-	1401	1982	2103	2092	2356	2033	1634	2314	2060	1817
Coproporphyrin ferrochelatase	101588_12	6545	7468	-	924	1203	1321	1251	1268	1147	1018	1433	1186	1069
Uroporphyrinogen III decarboxylase	101588_12	7525	8562	-	1038	1383	1537	1456	1356	1182	1007	1404	1225	1190
Signal transduction protein TRAP (Target of%0ARNAIII-activating protein)	101588_12	8824	9327	+	504	2518	2451	2574	1080	705	347	1017	788	858
ABC transporter%2C permease protein EscB	101588_12	9451	10674	-	1224	2114	2114	2021	823	765	311	1046	779	839
ABC transporter%2C ATP-binding protein EcsA	101588_12	10667	11407	-	741	2075	2203	2380	688	532	216	922	613	660
Histidine triad (HIT) nucleotide-binding%0Aprotein%2C similarity with At5g48545 and yeast YDL125C%0A(HNT1)	101588_12	11541	11963	+	423	2486	2014	2016	1366	1150	408	1296	1188	986
Hypothetical protein SAV1839	101588_12	12105	12470	+	366	4150	4269	4490	4825	3665	1220	4757	3328	3677
Hypothetical protein SAV1840	101588_12	13202	13759	+	558	525	511	413	366	277	156	387	351	253
Foldase protein PrsA precursor @ Foldase%0Aclustered with pyrimidine conversion	101588_12	13964	14926	+	963	6327	6673	7774	3212	2341	1893	3811	2436	2857
3'->5' exoribonuclease Bsu YhaM	101588_12	15047	15988	-	942	4093	4731	4621	4330	3534	3005	4692	3637	3521
Plasmid replication DNA element cmp%0Abinding-factor 1	101588_12	15985	18921	-	2937	13490	14070	13998	10825	9377	7838	11781	9595	8728
DNA double-strand break repair protein Mre11	101588_12	18911	20107	-	1197	3920	4466	4423	2614	2103	1239	2596	2225	2137
UPF0342 protein YheA	101588_12	21040	21384	-	345	9654	12723	12575	6952	5463	4512	7215	5601	5687
Hypothetical protein SAV1846	101588_12	21453	22577	-	1125	839	839	832	1559	1456	1278	1639	1356	1308
HTH domain protein SA1665%2C binds to mecA%0Apromoter region	101588_12	22756	23220	-	465	458	571	501	452	411	144	505	463	363
Two-component response regulator-like protein	101588_12	23578	24201	-	624	228	263	223	245	215	214	269	177	187
Similar to ribosomal large subunit pseudouridine%0Asynthase D%2C Bacillus subtilis YhcT type	101588_12	25490	26311	+	822	1481	1429	1277	812	723	324	966	753	663
Fumarate hydratase class II	101588_12	26766	28151	-	1386	10063	10533	10350	6448	5237	3422	7151	5366	5526
Hypothetical protein SAV1852	101588_12	28347	28742	-	396	451	411	378	342	345	119	389	350	261
Hypothetical protein SAV1853	101588_12	29285	29437	-	153	1235	1955	1938	2657	2321	579	2615	1865	2019
Hypothetical protein SAV1854	101588_12	29462	30061	-	600	11052	10337	10903	10493	8141	2928	10201	8305	7996
tRNA (cytidine(34)-2'-O)-methyltransferase	101588_12	30220	30690	-	471	404	461	494	536	426	240	536	419	366
Epoxyqueuosine reductase QueG	101588_12	30695	31822	-	1128	652	797	664	700	649	521	773	572	559
Glutamine ABC transporter%2C ATP-binding protein%0AGlnQ	101588_12	31973	32701	-	729	108	88	100	130	95	91	123	105	96
ABC transporter%2C substrate-binding protein%0A(cluster 3%2C basic aa/glutamine/opines) / ABC transporter%2C%0Apermease protein (cluster 3%2C basic aa/glutamine/opines)	101588_12	32688	34145	-	1458	117	128	103	110	103	78	111	97	88
tRNA-Leu-CAA	101588_12	36009	36092	-	84	72	57	44	80	86	26	64	50	53
tRNA-Pseudo-TCC	101588_12	36131	36205	-	75	129	201	132	169	216	119	258	207	140
tRNA-Cys-GCA	101588_12	36391	36464	-	74	7	5	4	8	11	6	7	6	11
tRNA-Gln-TTG	101588_12;101588_15	36470;20901	36541;20975	-;-	147	1	1	1	5	1	4	2	1	3
tRNA-Trp-CCA	101588_12	36628	36701	-	74	25	17	15	20	16	27	32	20	6
tRNA-Tyr-GTA	101588_12;101588_15	36717;20985	36797;21068	-;-	165	73	115	77	92	91	114	145	112	74
tRNA-Leu-TAG	101588_12	38108	38189	-	82	57	61	53	50	71	87	74	57	64
ORF089	101588_13;101588_13	8324;22771	8521;22968	-;-	396	40	64	56	98	71	36	70	83	56
Extracellular protein	101588_13	8958	9929	-	972	384	344	285	644	546	167	631	482	323
Chloramphenicol/florfenicol resistance%2C MFS%0Aefflux pump %3D> FexA family	101588_13	11691	13118	+	1428	1272	1224	885	31461	27575	22237	30954	25880	14865
Uncharacterized NAD(P)H oxidoreductase%2C%0AYdeQ/YrkL/YwrO family	101588_13	13296	13712	+	417	414	503	366	15691	13136	7895	14564	11701	7486
23S rRNA (adenine(2503)-C(8))-methyltransferase%0A%3D> Cfr%2C multiple antibiotic resistance	101588_13	15785	16834	-	1050	838	942	631	4844	3311	1152	5281	3506	2763
Chromosome (plasmid) partitioning protein ParA	101588_13;101588_14	23413;22773	24198;23564	-;+	1578	3603	4042	3583	3459	3236	1501	3806	3359	2631
Secretory antigen SsaA-like protein%0Atransposon-related	101588_13	24929	25954	-	1026	643	1049	701	1408	1447	1253	1141	1247	998
Replication protein	101588_14;101588_14	3;5872	608;6018	+;-	753	679	744	720	970	826	605	1012	811	848
Cadmium resistance protein	101588_14	1722	2339	+	618	243	250	217	239	209	141	246	198	186
Cadmium efflux system accessory protein	101588_14	2358	2705	+	348	137	129	120	123	123	111	121	135	118
site-specific recombinase%2C resolvase family	101588_14	2830	3375	-	546	196	216	221	213	207	184	235	200	156
modification methylase EcoRI%0A(Adenine-specificmethyltransferase EcoRI) (M.EcoRI)(%0AEC:2.1.1.72 )	101588_14	4470	5486	-	1017	2281	2158	1980	1510	1332	720	1831	1483	1359
putative replication initiation protein	101588_14	6070	6204	-	135	246	210	184	167	178	52	197	190	165
Replication initiation protein A	101588_14	8148	9104	-	957	1094	1204	1074	3723	2969	929	3522	2971	2534
Replication-associated protein	101588_14	9519	10241	+	723	511	630	596	555	532	488	792	530	480
23S rRNA%0A(adenine(2058)-N(6))-dimethyltransferase %3D> Erm(B)	101588_14;101588_14	10878;17383	11615;18120	+;+	1476	4029	5272	5115	2312	1915	1862	3139	2160	1988
predicted ATP-dependent endonuclease%2C OLD%0Afamily	101588_14	12880	14688	+	1809	51161	58705	55160	31210	26636	25549	39507	29048	26720
FIG01110712: hypothetical protein	101588_14	23574	23816	+	243	405	558	570	372	351	205	460	428	315
Glutamine--fructose-6-phosphate aminotransferase%0A[isomerizing]	101588_15	737	2542	-	1806	27632	25528	23267	25526	20888	23775	28558	22005	21017
PTS system%2C mannitol-specific IIC component /%0APTS system%2C mannitol-specific IIB component	101588_15	3223	4761	+	1539	336	401	361	593	482	735	686	483	446
Mannitol operon activator%2C BglG family	101588_15	4796	6928	+	2133	1094	1052	999	1250	1065	1542	1585	1126	1096
PTS system%2C mannitol-specific IIA component	101588_15	6940	7374	+	435	504	578	637	569	463	485	553	429	470
Mannitol-1-phosphate 5-dehydrogenase	101588_15	7374	8480	+	1107	1283	1232	1123	852	802	654	946	763	752
FmtB (Mrp) protein involved in methicillin%0Aresistance and cell wall biosynthesis	101588_15	8799	16178	-	7380	168	204	205	450	540	861	594	465	465
Phosphoglucosamine mutase @ FemD%2C factor%0Ainvolved in methicillin resistance	101588_15	16461	17816	-	1356	5835	7233	7005	6047	5312	3819	6736	5245	5312
Uncharacterized secreted protein associated with%0AspyDAC	101588_15	17843	18775	-	933	2730	3115	2926	1922	1831	1486	2195	1828	1582
Diadenylate cyclase spyDAC%3B Bacterial checkpoint%0Acontroller DisA with nucleotide-binding domain	101588_15	18777	19586	-	810	2980	3574	3461	1855	1725	1222	2222	1827	1685
Arginase	101588_15	19775	20683	-	909	5947	5887	5686	1066	881	529	1363	973	1082
DUF1541 domain-containing protein	101588_16;101588_17	5836;8618	6381;9163	-;+	1092	5444	6046	6107	5431	4260	3313	6036	4235	4365
FIG003846: hypothetical protein	101588_16	6778	7536	-	759	591	577	502	491	426	326	603	467	346
FIG007303: uncharacterized protein	101588_16	7533	7793	-	261	194	181	192	120	117	95	171	115	115
Disulfide bond regulator	101588_16	7932	8999	+	1068	356	373	395	386	384	326	744	412	412
Zn-dependent hydroxyacylglutathione hydrolase /%0APolysulfide binding protein	101588_16	9018	10346	+	1329	413	525	575	651	529	732	816	529	557
Transcriptional repressor CzrA%2C ArsR family	101588_16	13747	14073	-	327	828	1558	1578	747	823	810	1876	998	1042
Cassette chromosome recombinase A	101588_16	14751	15026	-	276	35	36	32	34	35	53	48	34	23
Threonine dehydrogenase and related Zn-dependent%0Adehydrogenases	101588_17	93	1130	+	1038	24725	23367	22901	6662	5080	2559	7232	5396	5077
Resolvase/integrase	101588_17	1218	1769	-	552	718	1101	1062	329	322	207	625	424	402
Replication initiation ATPase%3B ATP-binding%0Aprotein p271	101588_17	2023	2838	-	816	564	642	671	482	377	286	597	436	399
Tn552 transposase	101588_17	2831	4273	-	1443	1090	1420	1319	528	576	686	837	629	555
Phage DNA invertase	101588_17	4245	4838	-	594	800	1289	1127	397	415	407	666	461	445
Multicopper oxidase	101588_17	7165	8598	+	1434	10847	11628	11306	8102	6312	6644	8681	5998	5838
3-oxoacyl-[acyl-carrier-protein] synthase%2C%0AKASIII	101588_17	9930	10253	-	324	690	823	728	901	850	690	1052	829	800
Transcriptional regulator%2C YafY family	101588_18	5755	6684	-	930	278	320	277	216	151	68	256	170	164
PhnB protein%3B putative DNA binding%0A3-demethylubiquinone-9 3-methyltransferase domain protein	101588_18	6765	7193	+	429	142	182	215	122	87	62	152	95	109
Truncated replication protein for pUB110%0Aplasmid	101588_19;101588_19	2;6510	217;7217	-;-	924	1385	1744	1501	1992	1579	630	1981	1847	1658
Plasmid recombination enzyme	101588_19	461	1723	-	1263	2572	3529	3781	1750	1473	1568	2479	1809	1653
Tetracycline resistance%2C MFS efflux pump %3D>%0ATet(L)	101588_19	3897	5273	-	1377	5795	5423	5109	6438	5711	6775	6937	5820	5275
Aminoglycoside 4'-nucleotidyltransferase %3D>%0AANT(4')-Ia	101588_19	5580	6341	-	762	779	833	764	548	466	502	585	517	452
Hydroxymethylglutaryl-CoA synthase N-domain%0Ahomolog	101588_20	1	369	+	369	121	228	211	145	117	58	180	109	161
MaoC domain protein	101588_20	2126	2554	+	429	645	739	744	75	61	48	113	83	87
Penicillin-binding protein PBP2a%2C methicillin%0Aresistance determinant MecA%2C transpeptidase	101588_20	2600	4606	-	2007	4782	5370	5721	3166	2612	2848	3753	2826	2931
Replication initiation protein%2C topisomerase	101588_21;101588_22	30;1375	869;2319	-;+	1785	3493	4134	3458	3931	3507	1462	4194	3708	3143
Tetracycline resistance%2C MFS efflux pump %3D>%0ATet(K)	101588_21	2938	4317	-	1380	11491	11470	10260	13800	12196	6229	15403	13051	11591
Mobilization protein	101588_22;101588_22;101588_22	1;3445;3825	390;3843;4397	+;+;+	1343	4373	6141	5483	1342	1277	1362	1763	1437	1489
Aminoglycoside 6-nucleotidyltransferase %3D>%0AANT(6)-I	101588_22	2327	3175	+	849	2592	2887	2429	2827	2506	905	3169	2666	2189
FIG01107894: hypothetical protein	101588_24	718	1029	-	312	23	16	15	16	22	26	26	22	21
FIG01108299: hypothetical protein	101588_24;101588_25	1125;781	1463;870	-;-	429	14	28	23	28	22	21	38	18	21
transposase	101588_26	359	1357	+	999	100	85	85	59	60	50	65	62	64
4.5S	101588_3	4422	4674	-	253	14844	17956	10585	6493	8203	308	10679	3550	4432
6S	101588_2	194120	194337	+	218	12087	31776	28217	12119	10429	689	19837	5811	8469
RNAseP	101588_2	415688	416122	+	435	17337	31116	28474	17023	16849	4434	20009	16120	15020
srn_0010_sRNA412	101588_4	173395	173593	+	199	1188	1387	1346	994	796	650	1320	904	866
srn_0020_sRNA1	101588_4	181496	181667	-	172	0	0	0	0	0	0	0	0	0
srn_0030_Teg35	101588_4	185577	185801	+	225	755	1593	1705	2362	1599	1149	2493	1554	1940
srn_0040_Sau6817	101588_4	187350	187440	-	91	1	1	2	0	1	0	8	2	4
srn_0050_Teg1	101588_4	188887	189115	+	229	336	468	427	228	233	84	357	228	182
srn_0060_Sau65	101588_4	194806	194863	-	58	0	0	0	0	0	0	0	0	0
srn_0070_sRNA4	101588_4	198180	198414	-	235	0	0	0	0	0	0	0	0	0
srn_0080_Teg107	101588_4	202985	203171	+	187	33	30	24	26	19	25	37	26	30
srn_0090_sRNA5	101588_4	204778	205110	-	333	0	0	0	0	0	0	0	0	0
srn_0150_Teg36	101588_19	1733	1778	-	46	4	12	4	8	5	7	10	5	6
srn_0190_sRNA10	101588_20	3851	3884	+	34	0	0	0	0	0	0	0	0	0
srn_0250_Sau6372	101588_3	401540	401592	-	53	4	5	2	1	1	1	1	0	1
